transaction_id,store_id,cashier_id,date,line_id,product_sku,quantity,unit_price,discount_applied,total
26,7,5011,2026-01-18T16:44:48.982353,87,PROD-0000150,6,422.38,17.24,2517.04
27,6,5010,2026-05-04T00:27:48.982353,88,PROD-0001020,3,320.85,14.76,947.79
27,6,5010,2026-05-04T00:27:48.982353,89,PROD-0001058,7,200.8,18.13,1387.47
27,6,5010,2026-05-04T00:27:48.982353,90,PROD-0000234,2,487.56,16.43,958.69
27,6,5010,2026-05-04T00:27:48.982353,91,PROD-0000981,6,238.43,19.82,1410.76
27,6,5010,2026-05-04T00:27:48.982353,92,PROD-0000598,3,286.9,4.85,855.85
28,8,22,2025-06-09T23:53:48.982353,93,PROD-0000718,1,398.72,5.12,393.6
28,8,22,2025-06-09T23:53:48.982353,94,PROD-0000368,5,259.04,15.21,1279.99
28,8,22,2025-06-09T23:53:48.982353,95,PROD-0001040,3,133.01,12.96,386.07
29,4,5016,2025-12-06T20:43:48.982353,96,PROD-0000569,4,413.52,15.86,1638.22
30,3,5018,2025-08-11T01:05:48.982353,97,PROD-0000585,5,101.94,3.79,505.91
31,7,5019,2025-08-23T01:58:48.982353,98,PROD-0000124,4,33.03,6.89,125.23
31,7,5019,2025-08-23T01:58:48.982353,99,PROD-0000790,3,158.3,1.87,473.03
32,8,22,2026-01-05T22:44:48.982353,100,PROD-0000336,1,141.51,0.88,140.63
33,7,45,2025-07-03T20:15:48.982353,101,PROD-0000015,1,278.16,19.16,259
33,7,45,2025-07-03T20:15:48.982353,102,PROD-0000330,4,58.25,0.45,232.55
33,7,45,2025-07-03T20:15:48.982353,103,PROD-0000726,7,371.3,10.97,2588.13
33,7,45,2025-07-03T20:15:48.982353,104,PROD-0000028,9,331.5,9.61,2973.89
33,7,45,2025-07-03T20:15:48.982353,105,PROD-0000236,9,376.5,16.38,3372.12
34,3,12,2026-03-24T01:54:48.982353,106,PROD-0000728,7,295.72,13.25,2056.79
34,3,12,2026-03-24T01:54:48.982353,107,PROD-0000664,10,127.68,10,1266.8
34,3,12,2026-03-24T01:54:48.982353,108,PROD-0000767,10,197.53,8.54,1966.76
34,3,12,2026-03-24T01:54:48.982353,109,PROD-0000619,9,215.81,7.4,1934.89
35,1,24,2025-09-14T15:56:48.982353,110,PROD-0001134,7,496.15,4.24,3468.81
36,6,5009,2025-12-16T22:28:48.982353,111,PROD-0000971,2,388.48,6.92,770.04
36,6,5009,2025-12-16T22:28:48.982353,112,PROD-0000674,9,229.09,7.46,2054.35
36,6,5009,2025-12-16T22:28:48.982353,113,PROD-0000890,8,365.56,4.2,2920.28
37,1,10,2025-09-19T21:27:48.982353,114,PROD-0000308,7,187.48,14.02,1298.34
37,1,10,2025-09-19T21:27:48.982353,115,PROD-0000300,3,198.49,6.14,589.33
38,8,22,2026-03-03T19:38:48.982353,116,PROD-0000696,4,190.42,11.25,750.43
38,8,22,2026-03-03T19:38:48.982353,117,PROD-0001043,8,238.66,17.85,1891.43
38,8,22,2026-03-03T19:38:48.982353,118,PROD-0000249,5,168.27,5.33,836.02
39,9,5015,2026-05-05T21:02:48.982353,119,PROD-0000752,8,123.53,4.14,984.1
39,9,5015,2026-05-05T21:02:48.982353,120,PROD-0000536,2,57.72,4.35,111.09
39,9,5015,2026-05-05T21:02:48.982353,121,PROD-0000397,4,169.87,6.61,672.87
39,9,5015,2026-05-05T21:02:48.982353,122,PROD-0001168,4,133.14,8.54,524.02
40,5,34,2026-03-19T16:55:48.982353,123,PROD-0001183,9,448.82,11.52,4027.86
41,9,5015,2025-07-06T01:01:48.982353,124,PROD-0000026,7,405.21,13.14,2823.33
41,9,5015,2025-07-06T01:01:48.982353,125,PROD-0000297,5,155.13,16.8,758.85
41,9,5015,2025-07-06T01:01:48.982353,126,PROD-0000919,7,290.85,11.56,2024.39
41,9,5015,2025-07-06T01:01:48.982353,127,PROD-0000266,6,227.33,19.75,1344.23
42,9,5015,2025-08-01T23:20:48.982353,128,PROD-0000585,8,99.6,9.8,787
42,9,5015,2025-08-01T23:20:48.982353,129,PROD-0000683,7,229.33,17.05,1588.26
43,4,5016,2026-04-09T17:42:48.982353,130,PROD-0000112,8,95.19,11.16,750.36
44,7,5011,2025-11-03T19:05:48.982353,131,PROD-0001176,10,233.26,8.5,2324.1
44,7,5011,2025-11-03T19:05:48.982353,132,PROD-0000999,7,47.08,4.71,324.85
44,7,5011,2025-11-03T19:05:48.982353,133,PROD-0000220,3,324.4,9.47,963.73
45,3,12,2026-04-08T23:05:48.982353,134,PROD-0001120,7,10.42,0.18,72.76
45,3,12,2026-04-08T23:05:48.982353,135,PROD-0000580,6,13.66,0,81.96
45,3,12,2026-04-08T23:05:48.982353,136,PROD-0000797,3,286.29,11.21,847.66
45,3,12,2026-04-08T23:05:48.982353,137,PROD-0000690,7,150.23,13.14,1038.47
46,1,24,2026-05-27T17:45:48.982353,138,PROD-0000353,2,306.16,13.08,599.24
46,1,24,2026-05-27T17:45:48.982353,139,PROD-0000746,8,5.33,0.12,42.52
46,1,24,2026-05-27T17:45:48.982353,140,PROD-0000113,1,331.01,6.51,324.5
46,1,24,2026-05-27T17:45:48.982353,141,PROD-0000511,1,99.44,16.77,82.67
47,3,12,2025-11-06T20:42:48.982353,142,PROD-0000827,1,154.04,9.69,144.35
48,9,5015,2026-03-28T22:16:48.982353,143,PROD-0000736,4,363.9,14.22,1441.38
49,2,5012,2026-02-10T03:06:48.982353,144,PROD-0000285,8,116,11.17,916.83
49,2,5012,2026-02-10T03:06:48.982353,145,PROD-0000597,4,261.33,10.99,1034.33
49,2,5012,2026-02-10T03:06:48.982353,146,PROD-0000764,5,453.65,4.56,2263.69
49,2,5012,2026-02-10T03:06:48.982353,147,PROD-0000158,2,349.13,6.73,691.53
50,6,5010,2025-07-01T00:38:48.982353,148,PROD-0000738,5,143.56,5.09,712.71
50,6,5010,2025-07-01T00:38:48.982353,149,PROD-0000358,10,213.3,12.16,2120.84
50,6,5010,2025-07-01T00:38:48.982353,150,PROD-0000579,5,272.8,17.98,1346.02
50,6,5010,2025-07-01T00:38:48.982353,151,PROD-0000134,9,406.82,8.41,3652.97
51,9,5015,2026-05-17T22:51:48.982353,152,PROD-0000686,7,426.73,9.99,2977.12
51,9,5015,2026-05-17T22:51:48.982353,153,PROD-0000410,3,179.45,14.02,524.33
51,9,5015,2026-05-17T22:51:48.982353,154,PROD-0000822,8,333.96,14.46,2657.22
51,9,5015,2026-05-17T22:51:48.982353,155,PROD-0000955,8,11.12,0.57,88.39
51,9,5015,2026-05-17T22:51:48.982353,156,PROD-0000011,8,411.63,17.87,3275.17
52,5,5006,2025-06-18T17:53:48.982353,157,PROD-0000468,10,314.62,6.89,3139.31
52,5,5006,2025-06-18T17:53:48.982353,158,PROD-0001071,6,176.65,7.25,1052.65
52,5,5006,2025-06-18T17:53:48.982353,159,PROD-0001082,4,363.83,14.5,1440.82
53,4,5016,2025-12-21T02:50:48.982353,160,PROD-0000497,4,259.5,9.56,1028.44
53,4,5016,2025-12-21T02:50:48.982353,161,PROD-0000502,7,228.5,3.06,1596.44
53,4,5016,2025-12-21T02:50:48.982353,162,PROD-0000393,10,105.84,0.27,1058.13
53,4,5016,2025-12-21T02:50:48.982353,163,PROD-0000661,6,364.32,2.63,2183.29
54,6,5009,2026-01-25T00:31:48.982353,164,PROD-0000156,6,469.04,1.29,2812.95
54,6,5009,2026-01-25T00:31:48.982353,165,PROD-0000770,6,280.26,14.75,1666.81
54,6,5009,2026-01-25T00:31:48.982353,166,PROD-0000137,6,157.83,12.78,934.2
55,2,5012,2025-11-23T03:51:48.982353,167,PROD-0000603,3,89.35,8.25,259.8
56,8,22,2025-07-21T00:25:48.982353,168,PROD-0001080,7,333.53,7.14,2327.57
56,8,22,2025-07-21T00:25:48.982353,169,PROD-0000415,5,401.34,10.95,1995.75
57,2,5012,2025-10-26T19:55:48.982353,170,PROD-0000188,4,145.74,5.61,577.35
58,4,5016,2025-12-12T02:43:48.982353,171,PROD-0000244,7,472.11,15.73,3289.04
58,4,5016,2025-12-12T02:43:48.982353,172,PROD-0000585,2,284.1,0.51,567.69
59,3,5013,2025-12-02T02:04:48.982353,173,PROD-0000949,2,428.53,15.16,841.9
59,3,5013,2025-12-02T02:04:48.982353,174,PROD-0000156,10,352.64,19.84,3506.56
59,3,5013,2025-12-02T02:04:48.982353,175,PROD-0000881,10,319.51,6.93,3188.17
60,3,12,2026-05-28T04:10:48.982353,176,PROD-0000341,5,217.32,13.54,1073.06
60,3,12,2026-05-28T04:10:48.982353,177,PROD-0000938,9,457.86,3.98,4116.76
60,3,12,2026-05-28T04:10:48.982353,178,PROD-0000599,6,52.36,3.87,310.29
61,6,5010,2025-07-24T15:39:48.982353,179,PROD-0000980,1,18.72,5.3,13.42
61,6,5010,2025-07-24T15:39:48.982353,180,PROD-0001172,1,298.02,12.12,285.9
62,8,22,2025-12-13T04:16:48.982353,181,PROD-0000135,6,176.64,17.59,1042.25
63,7,5019,2026-05-12T02:28:48.982353,182,PROD-0001043,5,419.98,10.87,2089.03
63,7,5019,2026-05-12T02:28:48.982353,183,PROD-0000813,1,292.59,5.07,287.52
63,7,5019,2026-05-12T02:28:48.982353,184,PROD-0000559,2,124.26,10.72,237.8
63,7,5019,2026-05-12T02:28:48.982353,185,PROD-0000943,6,347.91,4.58,2082.88
64,9,5015,2025-06-06T18:16:48.982353,186,PROD-0000526,10,125.94,6.22,1253.18
64,9,5015,2025-06-06T18:16:48.982353,187,PROD-0000301,3,351.5,4.23,1050.27
65,2,5012,2026-05-25T20:02:48.982353,188,PROD-0000905,5,366.17,14.83,1816.02
65,2,5012,2026-05-25T20:02:48.982353,189,PROD-0000064,9,383.87,19.07,3435.76
65,2,5012,2026-05-25T20:02:48.982353,190,PROD-0000596,10,103.66,11.15,1025.45
65,2,5012,2026-05-25T20:02:48.982353,191,PROD-0000090,1,403.02,10.83,392.19
66,8,22,2025-11-03T03:33:48.982353,192,PROD-0000767,1,126.47,5.63,120.84
66,8,22,2025-11-03T03:33:48.982353,193,PROD-0000853,9,380.34,15.53,3407.53
66,8,22,2025-11-03T03:33:48.982353,194,PROD-0000760,8,218.45,16.62,1730.98
66,8,22,2025-11-03T03:33:48.982353,195,PROD-0000079,8,346.83,12.65,2761.99
67,2,5012,2025-06-28T22:41:48.982353,196,PROD-0000701,2,32.71,1.34,64.08
68,1,24,2026-05-12T21:30:48.982353,197,PROD-0000795,8,223.49,1.89,1786.03
68,1,24,2026-05-12T21:30:48.982353,198,PROD-0000573,1,184.39,5.92,178.47
68,1,24,2026-05-12T21:30:48.982353,199,PROD-0000659,3,50.78,3.24,149.1
68,1,24,2026-05-12T21:30:48.982353,200,PROD-0000222,3,314.93,15.77,929.02
68,1,24,2026-05-12T21:30:48.982353,201,PROD-0000587,3,428.31,15.26,1269.67
69,3,5013,2025-09-26T03:52:48.982353,202,PROD-0000864,3,240.29,3.64,717.23
69,3,5013,2025-09-26T03:52:48.982353,203,PROD-0000875,10,319.02,2.65,3187.55
69,3,5013,2025-09-26T03:52:48.982353,204,PROD-0000212,9,31.8,8.52,277.68
70,8,22,2026-02-12T22:09:48.982353,205,PROD-0000472,2,54.46,11.05,97.87
70,8,22,2026-02-12T22:09:48.982353,206,PROD-0000092,2,397.81,17.24,778.38
70,8,22,2026-02-12T22:09:48.982353,207,PROD-0000255,7,414.84,12.56,2891.32
71,2,5012,2025-07-19T20:20:48.982353,208,PROD-0000423,5,236.71,14.44,1169.11
71,2,5012,2025-07-19T20:20:48.982353,209,PROD-0000439,8,340.54,15.07,2709.25
71,2,5012,2025-07-19T20:20:48.982353,210,PROD-0000640,2,13.26,3.85,22.67
71,2,5012,2025-07-19T20:20:48.982353,211,PROD-0000683,7,121.59,1.31,849.82
71,2,5012,2025-07-19T20:20:48.982353,212,PROD-0000618,10,228.48,3.3,2281.5
72,3,5018,2025-06-09T18:00:48.982353,213,PROD-0000382,8,484.38,2.87,3872.17
72,3,5018,2025-06-09T18:00:48.982353,214,PROD-0000948,6,219.57,15.38,1302.04
72,3,5018,2025-06-09T18:00:48.982353,215,PROD-0000035,6,149.11,16.86,877.8
73,4,5016,2025-10-01T17:53:48.982353,216,PROD-0001013,2,457.54,7.84,907.24
73,4,5016,2025-10-01T17:53:48.982353,217,PROD-0000401,3,455.34,10.01,1356.01
73,4,5016,2025-10-01T17:53:48.982353,218,PROD-0000938,5,400.13,10.57,1990.08
74,9,5015,2025-11-10T21:28:48.982353,219,PROD-0000198,1,480.98,14.09,466.89
75,9,5015,2026-04-29T00:43:48.982353,220,PROD-0001187,1,88.81,11.86,76.95
75,9,5015,2026-04-29T00:43:48.982353,221,PROD-0000124,6,7.24,0.52,42.92
75,9,5015,2026-04-29T00:43:48.982353,222,PROD-0000726,5,255.02,4.5,1270.6
75,9,5015,2026-04-29T00:43:48.982353,223,PROD-0000112,6,215.35,15.52,1276.58
76,8,22,2025-06-24T04:17:48.982353,224,PROD-0000662,8,465.41,5.71,3717.57
76,8,22,2025-06-24T04:17:48.982353,225,PROD-0000768,3,425.12,19.56,1255.8
77,3,5018,2025-08-31T22:42:48.982353,226,PROD-0000663,5,138.24,19.25,671.95
77,3,5018,2025-08-31T22:42:48.982353,227,PROD-0000164,3,247.3,19.52,722.38
77,3,5018,2025-08-31T22:42:48.982353,228,PROD-0000002,1,190.95,17.93,173.02
77,3,5018,2025-08-31T22:42:48.982353,229,PROD-0000002,10,244.2,11.63,2430.37
78,3,5013,2025-07-28T22:37:48.982353,230,PROD-0000799,7,24.6,6.87,165.33
78,3,5013,2025-07-28T22:37:48.982353,231,PROD-0000808,7,483.98,12.5,3375.36
78,3,5013,2025-07-28T22:37:48.982353,232,PROD-0000911,7,478.33,19.71,3328.6
79,3,12,2025-08-03T23:58:48.982353,233,PROD-0000586,8,20.42,3.6,159.76
79,3,12,2025-08-03T23:58:48.982353,234,PROD-0000944,3,94.85,14.7,269.85
79,3,12,2025-08-03T23:58:48.982353,235,PROD-0000300,7,209.87,15.74,1453.35
80,2,5012,2025-07-31T02:44:48.982353,236,PROD-0000563,8,45.09,9,351.72
80,2,5012,2025-07-31T02:44:48.982353,237,PROD-0000291,10,165.6,10.29,1645.71
81,4,5016,2025-12-28T20:08:48.982353,238,PROD-0000406,3,321.12,9.62,953.74
82,5,5017,2025-10-08T02:32:48.982353,239,PROD-0000919,4,73.74,11.87,283.09
82,5,5017,2025-10-08T02:32:48.982353,240,PROD-0001158,2,319.44,10.45,628.43
83,8,22,2026-03-02T19:00:48.982353,241,PROD-0000077,6,150.65,3.89,900.01
84,5,34,2026-02-09T03:49:48.982353,242,PROD-0000983,6,276.02,2.26,1653.86
84,5,34,2026-02-09T03:49:48.982353,243,PROD-0000405,8,115.76,19.12,906.96
84,5,34,2026-02-09T03:49:48.982353,244,PROD-0000702,1,350.48,5.22,345.26
85,6,5009,2025-06-09T21:39:48.982353,245,PROD-0001103,8,314,5.78,2506.22
85,6,5009,2025-06-09T21:39:48.982353,246,PROD-0001093,2,234.44,1.57,467.31
85,6,5009,2025-06-09T21:39:48.982353,247,PROD-0000395,10,229.55,5.14,2290.36
85,6,5009,2025-06-09T21:39:48.982353,248,PROD-0000400,2,409.77,9.6,809.94
86,1,5007,2025-10-23T23:47:48.982353,249,PROD-0001100,7,38.65,1.57,268.98
86,1,5007,2025-10-23T23:47:48.982353,250,PROD-0000774,5,99.52,3.4,494.2
86,1,5007,2025-10-23T23:47:48.982353,251,PROD-0000931,7,349.16,1.02,2443.1
86,1,5007,2025-10-23T23:47:48.982353,252,PROD-0000838,5,361.05,6.77,1798.48
86,1,5007,2025-10-23T23:47:48.982353,253,PROD-0000264,1,421.45,15.64,405.81
87,5,5006,2025-10-06T23:01:48.982353,254,PROD-0000845,6,37.3,5.09,218.71
88,6,5010,2025-08-14T01:39:48.982353,255,PROD-0000872,9,472.6,16.06,4237.34
88,6,5010,2025-08-14T01:39:48.982353,256,PROD-0000314,7,72.58,9.86,498.2
88,6,5010,2025-08-14T01:39:48.982353,257,PROD-0000161,2,15.38,4.58,26.18
89,1,10,2025-08-06T20:41:48.982353,258,PROD-0000576,6,205.06,16.58,1213.78
90,7,5008,2025-07-25T18:32:48.982353,259,PROD-0000596,3,106.7,5.01,315.09
90,7,5008,2025-07-25T18:32:48.982353,260,PROD-0000303,5,277.46,4.4,1382.9
90,7,5008,2025-07-25T18:32:48.982353,261,PROD-0000385,7,132.51,12.85,914.72
91,6,5010,2025-07-07T21:28:48.982353,262,PROD-0001064,7,440.85,3.31,3082.64
91,6,5010,2025-07-07T21:28:48.982353,263,PROD-0001017,5,356.77,5.52,1778.33
92,9,5015,2026-03-04T01:49:48.982353,264,PROD-0000682,2,320.62,10.72,630.52
92,9,5015,2026-03-04T01:49:48.982353,265,PROD-0000872,2,448.77,5.97,891.57
92,9,5015,2026-03-04T01:49:48.982353,266,PROD-0000092,5,208.2,17.27,1023.73
92,9,5015,2026-03-04T01:49:48.982353,267,PROD-0000962,9,134.08,6.74,1199.98
93,7,5008,2025-12-11T04:02:48.982353,268,PROD-0000586,9,466.87,2.15,4199.68
93,7,5008,2025-12-11T04:02:48.982353,269,PROD-0000331,9,235.73,5.69,2115.88
93,7,5008,2025-12-11T04:02:48.982353,270,PROD-0000250,9,135,7.04,1207.96
93,7,5008,2025-12-11T04:02:48.982353,271,PROD-0000264,5,221.66,12.89,1095.41
93,7,5008,2025-12-11T04:02:48.982353,272,PROD-0000093,2,394.78,3.22,786.34
94,5,34,2026-01-11T15:46:48.982353,273,PROD-0001079,3,122.67,9.02,358.99
94,5,34,2026-01-11T15:46:48.982353,274,PROD-0001098,6,448.24,17.96,2671.48
94,5,34,2026-01-11T15:46:48.982353,275,PROD-0000031,1,169.49,7.78,161.71
95,5,5006,2025-06-17T02:19:48.982353,276,PROD-0000255,4,183,17.42,714.58
96,2,5012,2025-09-21T16:42:48.982353,277,PROD-0001133,10,149.58,7.03,1488.77
96,2,5012,2025-09-21T16:42:48.982353,278,PROD-0000300,8,51.29,9.26,401.06
96,2,5012,2025-09-21T16:42:48.982353,279,PROD-0000657,2,132.53,19.23,245.83
96,2,5012,2025-09-21T16:42:48.982353,280,PROD-0001046,6,239.5,11.35,1425.65
96,2,5012,2025-09-21T16:42:48.982353,281,PROD-0000690,2,365.5,10.66,720.34
97,6,5010,2025-10-03T17:45:48.982353,282,PROD-0000897,6,19.78,5.78,112.9
97,6,5010,2025-10-03T17:45:48.982353,283,PROD-0000936,10,495.53,14.73,4940.57
97,6,5010,2025-10-03T17:45:48.982353,284,PROD-0000545,7,32.15,9.15,215.9
97,6,5010,2025-10-03T17:45:48.982353,285,PROD-0000979,2,309.32,14.72,603.92
98,4,5016,2025-11-29T19:32:48.982353,286,PROD-0000927,8,407.71,9.49,3252.19
98,4,5016,2025-11-29T19:32:48.982353,287,PROD-0000459,8,230.31,17.97,1824.51
98,4,5016,2025-11-29T19:32:48.982353,288,PROD-0000246,1,377.32,19.94,357.38
99,6,5009,2025-06-13T04:27:48.982353,289,PROD-0000299,7,419.47,13.8,2922.49
99,6,5009,2025-06-13T04:27:48.982353,290,PROD-0000144,10,359.69,12.18,3584.72
99,6,5009,2025-06-13T04:27:48.982353,291,PROD-0000203,5,420.32,13.08,2088.52
100,7,45,2025-11-06T17:16:48.982353,292,PROD-0001044,8,197.87,3.27,1579.69
100,7,45,2025-11-06T17:16:48.982353,293,PROD-0000385,3,141.76,10.61,414.67
100,7,45,2025-11-06T17:16:48.982353,294,PROD-0000122,3,11.16,0.2,33.28
100,7,45,2025-11-06T17:16:48.982353,295,PROD-0000579,10,32.3,8.48,314.52
